pdt,mcr_group
PDT000209875.2,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000215974.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000222020.2,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000225234.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000225236.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000233313.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000233325.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000237135.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000237136.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000237137.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000238505.2,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000238072.2,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000240704.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000264632.2,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000270536.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000274854.2,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000276018.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000289874.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000289882.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000289884.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000289895.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000289899.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000289904.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000291279.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000291285.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000294381.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000294389.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000294390.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000294391.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000294392.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000294396.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000294397.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000294410.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000298012.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000298029.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000298031.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000298037.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000298042.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000298053.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000298057.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000298062.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000298064.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000298068.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000298075.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000298084.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000298085.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000298087.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000298088.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000306429.2,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000313448.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000320891.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000322061.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000325043.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000331967.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000333201.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346531.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346543.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346547.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346562.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346566.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346596.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346599.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346601.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346614.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346619.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346628.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346656.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346665.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346666.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346824.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346829.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346833.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346858.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346868.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346869.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346886.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346889.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346893.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346907.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346931.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346954.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346974.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346978.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000351828.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000354910.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000355788.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000360976.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000364522.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000365978.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000396733.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000396734.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000396737.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000396748.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000396763.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000396766.1,"aadA1,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000049400.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000081732.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000081765.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000102986.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000107785.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000124618.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000124652.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000124672.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000124682.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000124715.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000125969.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000129704.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000135480.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000141666.2,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000144602.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000157498.2,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000161408.2,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000168712.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000168715.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000168742.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000168781.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000168786.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000168790.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000168799.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000168806.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000168824.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000168830.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000168833.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000168848.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000168853.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000168861.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000171419.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000171435.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000171442.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000176456.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000181672.2,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000181720.2,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000181748.2,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000181763.2,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000190678.2,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000203335.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000203676.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000203677.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000212780.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000212781.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000212783.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000212787.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000219685.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000219684.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000219686.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000219689.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000222020.2,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000225236.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000233270.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000233278.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000233291.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000233338.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000237131.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000237132.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000237135.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000237137.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000237138.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000242876.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000242902.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000242905.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000242908.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000242922.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000242927.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000242945.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000242949.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000242983.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000242994.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000252498.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000264497.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000264500.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000264501.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000274551.2,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000276018.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000286098.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000289874.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000289884.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000291269.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000292876.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000298038.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000298042.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000298076.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000313448.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000322089.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000325631.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000325043.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000331967.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000337148.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346037.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346057.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346088.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346101.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346149.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346168.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346169.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346191.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346192.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346227.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346242.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346244.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346245.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346531.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346538.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346548.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346550.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346554.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346555.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346565.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346566.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346574.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346588.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346601.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346614.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346616.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346619.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346623.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346635.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346636.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346665.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346672.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346789.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346809.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346829.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346833.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346843.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346858.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346865.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346866.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346868.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346869.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346877.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346879.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346884.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346907.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346912.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346928.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346931.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
PDT000346948.1,"aadA1,aadA2,aph(3')-Ia,blaEC,cmlA1,dfrA12,qacL,tet(A)=>mcr"
