"","id","collection_year","country","isolation_type","isolation_source","set","count","numcoop","numself","numunkn","ratio","pctcoop","pctself"
"436","PDT000133946.1",2015,"Poland","environmental/other",NA,"environmentalmcrisolates",9,4,5,0,0.8,0.444444444444444,0.555555555555556
"437","PDT000134152.1",2015,"Switzerland","environmental/other","poultry meat","environmentalmcrisolates",3,2,1,0,2,0.666666666666667,0.333333333333333
"438","PDT000135480.1",2016,NA,"environmental/other",NA,"environmentalmcrisolates",16,5,11,0,0.454545454545455,0.3125,0.6875
"439","PDT000136715.1",2014,"Germany","environmental/other",NA,"environmentalmcrisolates",14,6,8,0,0.75,0.428571428571429,0.571428571428571
"440","PDT000136716.1",2010,"Germany","environmental/other","liver","environmentalmcrisolates",14,5,9,0,0.555555555555556,0.357142857142857,0.642857142857143
"441","PDT000136717.1",2013,"Germany","environmental/other",NA,"environmentalmcrisolates",12,5,7,0,0.714285714285714,0.416666666666667,0.583333333333333
"442","PDT000137202.1",2016,"USA","environmental/other","swine cecum","environmentalmcrisolates",8,3,5,0,0.6,0.375,0.625
"443","PDT000168464.1",2016,NA,"environmental/other",NA,"environmentalmcrisolates",14,6,8,0,0.75,0.428571428571429,0.571428571428571
"444","PDT000168465.1",2016,NA,"environmental/other",NA,"environmentalmcrisolates",10,4,6,0,0.666666666666667,0.4,0.6
"445","PDT000168466.1",2016,NA,"environmental/other",NA,"environmentalmcrisolates",8,3,5,0,0.6,0.375,0.625
"446","PDT000168467.1",2016,NA,"environmental/other",NA,"environmentalmcrisolates",8,4,4,0,1,0.5,0.5
"447","PDT000095911.2",2008,"France","environmental/other","Animal feces","environmentalmcrisolates",11,4,7,0,0.571428571428571,0.363636363636364,0.636363636363636
"448","PDT000149831.1",2016,"USA","environmental/other","cecum","environmentalmcrisolates",2,1,1,0,1,0.5,0.5
"449","PDT000158042.1",2015,"China","environmental/other","hospital sewage","environmentalmcrisolates",18,7,11,0,0.636363636363636,0.388888888888889,0.611111111111111
"450","PDT000167675.2",2016,NA,"environmental/other",NA,"environmentalmcrisolates",13,4,9,0,0.444444444444444,0.307692307692308,0.692307692307692
"451","PDT000167714.2",2016,NA,"environmental/other",NA,"environmentalmcrisolates",10,4,6,0,0.666666666666667,0.4,0.6
"452","PDT000168712.1",2014,"China","environmental/other","cloaca swabs from commercial farm","environmentalmcrisolates",26,12,14,0,0.857142857142857,0.461538461538462,0.538461538461538
"453","PDT000168716.1",2014,"China","environmental/other","cloaca swabs from commercial farm","environmentalmcrisolates",20,9,11,0,0.818181818181818,0.45,0.55
"454","PDT000168717.1",2014,"China","environmental/other","cloaca swabs from commercial farm","environmentalmcrisolates",20,10,10,0,1,0.5,0.5
"455","PDT000168729.1",2015,"China","environmental/other","cloaca swabs from commercial farm","environmentalmcrisolates",19,10,9,0,1.11111111111111,0.526315789473684,0.473684210526316
"456","PDT000168734.1",2015,"China","environmental/other","cloaca swabs from commercial farm","environmentalmcrisolates",17,8,9,0,0.888888888888889,0.470588235294118,0.529411764705882
"457","PDT000168735.1",2015,"China","environmental/other","cloaca swabs from commercial farm","environmentalmcrisolates",19,7,12,0,0.583333333333333,0.368421052631579,0.631578947368421
"458","PDT000168736.1",2015,"China","environmental/other","cloaca swabs from commercial farm","environmentalmcrisolates",11,5,6,0,0.833333333333333,0.454545454545455,0.545454545454545
"459","PDT000168743.1",2015,"China","environmental/other","sewage from commercial farm","environmentalmcrisolates",22,11,11,0,1,0.5,0.5
"460","PDT000168747.1",2015,"China","environmental/other","cloaca swabs from commercial farm","environmentalmcrisolates",20,10,10,0,1,0.5,0.5
"461","PDT000168748.1",2015,"China","environmental/other","cloaca swabs from commercial farm","environmentalmcrisolates",20,9,11,0,0.818181818181818,0.45,0.55
"462","PDT000168749.1",2015,"China","environmental/other","cloaca swabs from commercial farm","environmentalmcrisolates",20,9,11,0,0.818181818181818,0.45,0.55
"463","PDT000168750.1",2015,"China","environmental/other","cloaca swabs from commercial farm","environmentalmcrisolates",20,9,11,0,0.818181818181818,0.45,0.55
"464","PDT000168751.1",2015,"China","environmental/other","cloaca swabs from commercial farm","environmentalmcrisolates",20,9,11,0,0.818181818181818,0.45,0.55
"465","PDT000168752.1",2015,"China","environmental/other","cloaca swabs from commercial farm","environmentalmcrisolates",20,9,11,0,0.818181818181818,0.45,0.55
"466","PDT000168754.1",2015,"China","environmental/other","cloaca swabs from commercial farm","environmentalmcrisolates",11,5,6,0,0.833333333333333,0.454545454545455,0.545454545454545
"467","PDT000168758.1",2014,"China","environmental/other","cloaca swabs from commercial farm","environmentalmcrisolates",16,7,9,0,0.777777777777778,0.4375,0.5625
"468","PDT000168759.1",2014,"China","environmental/other","cloaca swabs from commercial farm","environmentalmcrisolates",26,10,16,0,0.625,0.384615384615385,0.615384615384615
"469","PDT000168767.1",2015,"China","environmental/other","cloaca swabs from commercial farm","environmentalmcrisolates",18,9,9,0,1,0.5,0.5
"470","PDT000168777.1",2015,"China","environmental/other","cloaca swabs from commercial farm","environmentalmcrisolates",22,11,11,0,1,0.5,0.5
"471","PDT000168778.1",2015,"China","environmental/other","cloaca swabs from commercial farm","environmentalmcrisolates",20,9,11,0,0.818181818181818,0.45,0.55
"472","PDT000168779.1",2015,"China","environmental/other","cloaca swabs from commercial farm","environmentalmcrisolates",22,11,11,0,1,0.5,0.5
"473","PDT000168785.1",2015,"China","environmental/other","cloaca swabs from commercial farm","environmentalmcrisolates",12,5,7,0,0.714285714285714,0.416666666666667,0.583333333333333
"474","PDT000168787.1",2015,"China","environmental/other","cloaca swabs from commercial farm","environmentalmcrisolates",13,5,8,0,0.625,0.384615384615385,0.615384615384615
"475","PDT000168788.1",2015,"China","environmental/other","cloaca swabs from commercial farm","environmentalmcrisolates",13,5,8,0,0.625,0.384615384615385,0.615384615384615
"476","PDT000168794.1",2015,"China","environmental/other","commercial chicken farm","environmentalmcrisolates",20,8,12,0,0.666666666666667,0.4,0.6
"477","PDT000168799.1",2015,"China","environmental/other","commercial chicken farm","environmentalmcrisolates",18,8,10,0,0.8,0.444444444444444,0.555555555555556
"478","PDT000168809.1",2015,"China","environmental/other","commercial chicken farm","environmentalmcrisolates",16,6,10,0,0.6,0.375,0.625
"479","PDT000168818.1",2015,"China","environmental/other","anal swabs from commercial chicken farm","environmentalmcrisolates",20,9,11,0,0.818181818181818,0.45,0.55
"480","PDT000168821.1",2015,"China","environmental/other","chicken legs and breast from supermarket","environmentalmcrisolates",17,7,10,0,0.7,0.411764705882353,0.588235294117647
"481","PDT000168824.1",2015,"China","environmental/other","chicken legs and breast from supermarket","environmentalmcrisolates",19,7,12,0,0.583333333333333,0.368421052631579,0.631578947368421
"482","PDT000168827.1",2015,"China","environmental/other","cecum from slaughterhouse","environmentalmcrisolates",20,9,11,0,0.818181818181818,0.45,0.55
"483","PDT000168828.1",2015,"China","environmental/other","cecum from slaughterhouse","environmentalmcrisolates",17,8,9,0,0.888888888888889,0.470588235294118,0.529411764705882
"484","PDT000168837.1",2015,"China","environmental/other","commercial chicken farm","environmentalmcrisolates",16,6,10,0,0.6,0.375,0.625
"485","PDT000168845.1",2015,"China","environmental/other","chicken legs and breast from supermarket","environmentalmcrisolates",14,4,10,0,0.4,0.285714285714286,0.714285714285714
"486","PDT000168848.1",2015,"China","environmental/other","cecum from slaughterhouse","environmentalmcrisolates",30,13,17,0,0.764705882352941,0.433333333333333,0.566666666666667
"487","PDT000168850.1",2015,"China","environmental/other","cloaca swabs from hatchery farm","environmentalmcrisolates",10,4,6,0,0.666666666666667,0.4,0.6
"488","PDT000168860.1",2015,"China","environmental/other","chicken legs and breast from supermarket","environmentalmcrisolates",19,9,10,0,0.9,0.473684210526316,0.526315789473684
"489","PDT000168864.1",2015,"China","environmental/other","cecum from slaughterhouse","environmentalmcrisolates",16,6,10,0,0.6,0.375,0.625
"490","PDT000168867.1",2015,"China","environmental/other","cecum from slaughterhouse","environmentalmcrisolates",23,10,13,0,0.769230769230769,0.434782608695652,0.565217391304348
"491","PDT000168870.1",2015,"China","environmental/other","cloaca swabs from hatchery farm","environmentalmcrisolates",9,5,4,0,1.25,0.555555555555556,0.444444444444444
"492","PDT000168871.1",2014,"China","environmental/other","cloaca swabs from commercial farm","environmentalmcrisolates",23,10,13,0,0.769230769230769,0.434782608695652,0.565217391304348
"493","PDT000168873.1",2014,"China","environmental/other","cloaca swabs from commercial farm","environmentalmcrisolates",11,4,7,0,0.571428571428571,0.363636363636364,0.636363636363636
"494","PDT000168876.1",2014,"China","environmental/other","cloaca swabs from commercial farm","environmentalmcrisolates",15,5,10,0,0.5,0.333333333333333,0.666666666666667
"495","PDT000168877.1",2015,"China","environmental/other","cloaca swabs from commercial farm","environmentalmcrisolates",19,8,11,0,0.727272727272727,0.421052631578947,0.578947368421053
"496","PDT000171419.1",2012,"Viet Nam","environmental/other","feces","environmentalmcrisolates",14,4,10,0,0.4,0.285714285714286,0.714285714285714
"497","PDT000171420.1",2012,"Viet Nam","environmental/other","feces","environmentalmcrisolates",15,5,10,0,0.5,0.333333333333333,0.666666666666667
"498","PDT000171421.1",2012,"Viet Nam","environmental/other","feces","environmentalmcrisolates",11,5,6,0,0.833333333333333,0.454545454545455,0.545454545454545
"499","PDT000171422.1",2012,"Viet Nam","environmental/other","feces","environmentalmcrisolates",13,3,10,0,0.3,0.230769230769231,0.769230769230769
"500","PDT000171423.1",2012,"Viet Nam","environmental/other","feces","environmentalmcrisolates",7,4,3,0,1.33333333333333,0.571428571428571,0.428571428571429
"501","PDT000171424.1",2012,"Viet Nam","environmental/other","feces","environmentalmcrisolates",14,4,10,0,0.4,0.285714285714286,0.714285714285714
"502","PDT000171425.1",2012,"Viet Nam","environmental/other","feces","environmentalmcrisolates",15,5,10,0,0.5,0.333333333333333,0.666666666666667
"503","PDT000171426.1",2012,"Viet Nam","environmental/other","feces","environmentalmcrisolates",15,4,11,0,0.363636363636364,0.266666666666667,0.733333333333333
"504","PDT000171427.1",2012,"Viet Nam","environmental/other","feces","environmentalmcrisolates",13,3,10,0,0.3,0.230769230769231,0.769230769230769
"505","PDT000171428.1",2012,"Viet Nam","environmental/other","feces","environmentalmcrisolates",14,4,10,0,0.4,0.285714285714286,0.714285714285714
"506","PDT000171429.1",2012,"Viet Nam","environmental/other","feces","environmentalmcrisolates",11,4,7,0,0.571428571428571,0.363636363636364,0.636363636363636
"507","PDT000171430.1",2012,"Viet Nam","environmental/other","feces","environmentalmcrisolates",12,4,8,0,0.5,0.333333333333333,0.666666666666667
"508","PDT000171431.1",2012,"Viet Nam","environmental/other","feces","environmentalmcrisolates",18,6,12,0,0.5,0.333333333333333,0.666666666666667
"509","PDT000171432.1",2012,"Viet Nam","environmental/other","feces","environmentalmcrisolates",8,2,6,0,0.333333333333333,0.25,0.75
"510","PDT000171433.1",2012,"Viet Nam","environmental/other","feces","environmentalmcrisolates",11,4,7,0,0.571428571428571,0.363636363636364,0.636363636363636
"511","PDT000171434.1",2012,"Viet Nam","environmental/other","feces","environmentalmcrisolates",8,3,5,0,0.6,0.375,0.625
"512","PDT000171435.1",2012,"Viet Nam","environmental/other","feces","environmentalmcrisolates",15,5,10,0,0.5,0.333333333333333,0.666666666666667
"513","PDT000171436.1",2012,"Viet Nam","environmental/other","feces","environmentalmcrisolates",17,5,12,0,0.416666666666667,0.294117647058824,0.705882352941177
"514","PDT000171438.1",2012,"Viet Nam","environmental/other","feces","environmentalmcrisolates",15,6,9,0,0.666666666666667,0.4,0.6
"515","PDT000171439.1",2012,"Viet Nam","environmental/other","feces","environmentalmcrisolates",10,2,8,0,0.25,0.2,0.8
"516","PDT000180920.1",2016,"Brazil","environmental/other","seawater","environmentalmcrisolates",12,4,8,0,0.5,0.333333333333333,0.666666666666667
"517","PDT000180921.1",2016,"Brazil","environmental/other","seawater","environmentalmcrisolates",7,3,4,0,0.75,0.428571428571429,0.571428571428571
"518","PDT000181680.2",2015,"Thailand","environmental/other","Farm","environmentalmcrisolates",12,5,7,0,0.714285714285714,0.416666666666667,0.583333333333333
"519","PDT000181742.2",2015,"Thailand","environmental/other","Canal","environmentalmcrisolates",9,3,6,0,0.5,0.333333333333333,0.666666666666667
"520","PDT000181802.2",2015,"Thailand","environmental/other","Farm","environmentalmcrisolates",11,4,7,0,0.571428571428571,0.363636363636364,0.636363636363636
"521","PDT000181803.2",2017,NA,"environmental/other",NA,"environmentalmcrisolates",11,4,7,0,0.571428571428571,0.363636363636364,0.636363636363636
"522","PDT000181819.2",2015,"Thailand","environmental/other","Canal","environmentalmcrisolates",14,4,10,0,0.4,0.285714285714286,0.714285714285714
"523","PDT000181837.2",2017,NA,"environmental/other",NA,"environmentalmcrisolates",14,5,9,0,0.555555555555556,0.357142857142857,0.642857142857143
"524","PDT000181848.2",2017,NA,"environmental/other",NA,"environmentalmcrisolates",13,5,8,0,0.625,0.384615384615385,0.615384615384615
"525","PDT000184584.1",2016,"Brazil","environmental/other","chicken breast meat","environmentalmcrisolates",7,4,3,0,1.33333333333333,0.571428571428571,0.428571428571429
"526","PDT000184586.1",2016,"Brazil","environmental/other","seawater","environmentalmcrisolates",8,4,4,0,1,0.5,0.5
"527","PDT000185859.1",2016,"Brazil","environmental/other","chicken breast","environmentalmcrisolates",10,4,6,0,0.666666666666667,0.4,0.6
"528","PDT000185860.1",2016,"Brazil","environmental/other","chicken breast","environmentalmcrisolates",6,4,2,0,2,0.666666666666667,0.333333333333333
"529","PDT000186173.1",2015,"Mexico","environmental/other","Pig Farm","environmentalmcrisolates",16,6,10,0,0.6,0.375,0.625
"530","PDT000186200.1",2013,"Portugal","environmental/other","Vegetable","environmentalmcrisolates",8,4,4,0,1,0.5,0.5
"531","PDT000210703.1",2016,"China","environmental/other","Fecal","environmentalmcrisolates",15,5,10,0,0.5,0.333333333333333,0.666666666666667
"532","PDT000212780.1",2015,"China","environmental/other","Sewage","environmentalmcrisolates",12,4,8,0,0.5,0.333333333333333,0.666666666666667
"533","PDT000212781.1",2015,"China","environmental/other","Sewage","environmentalmcrisolates",10,3,7,0,0.428571428571429,0.3,0.7
"534","PDT000212782.1",2015,"China","environmental/other","hospital sewage","environmentalmcrisolates",10,4,6,0,0.666666666666667,0.4,0.6
"535","PDT000212783.1",2015,"China","environmental/other","Sewage","environmentalmcrisolates",15,6,9,0,0.666666666666667,0.4,0.6
"536","PDT000212784.1",2015,"China","environmental/other","Sewage","environmentalmcrisolates",9,3,6,0,0.5,0.333333333333333,0.666666666666667
"537","PDT000212786.1",2016,"China","environmental/other","stool","environmentalmcrisolates",13,4,9,0,0.444444444444444,0.307692307692308,0.692307692307692
"538","PDT000212793.1",2015,"China","environmental/other","Sewage","environmentalmcrisolates",15,4,11,0,0.363636363636364,0.266666666666667,0.733333333333333
"539","PDT000219683.1",2016,"China","environmental/other","soil sample","environmentalmcrisolates",19,8,11,0,0.727272727272727,0.421052631578947,0.578947368421053
"540","PDT000219685.1",2016,"China","environmental/other","soil sample","environmentalmcrisolates",17,8,9,0,0.888888888888889,0.470588235294118,0.529411764705882
"541","PDT000219684.1",2016,"China","environmental/other","soil","environmentalmcrisolates",20,7,13,0,0.538461538461538,0.35,0.65
"542","PDT000219686.1",2016,"China","environmental/other","soil","environmentalmcrisolates",20,7,13,0,0.538461538461538,0.35,0.65
"543","PDT000219687.1",2016,"China","environmental/other","soil sample","environmentalmcrisolates",10,3,7,0,0.428571428571429,0.3,0.7
"544","PDT000219688.1",2016,"China","environmental/other","soil","environmentalmcrisolates",20,7,13,0,0.538461538461538,0.35,0.65
"545","PDT000220632.1",2014,"Colombia","environmental/other","Feed of swine farm","environmentalmcrisolates",11,3,8,0,0.375,0.272727272727273,0.727272727272727
"546","PDT000233841.1",2014,"Colombia","environmental/other","rectal swab","environmentalmcrisolates",4,2,2,0,1,0.5,0.5
"547","PDT000233842.1",2015,"Spain","environmental/other","feces","environmentalmcrisolates",13,5,8,0,0.625,0.384615384615385,0.615384615384615
"548","PDT000237131.1",2016,"China","environmental/other","food","environmentalmcrisolates",10,3,7,0,0.428571428571429,0.3,0.7
"549","PDT000237132.1",2016,"China","environmental/other","food","environmentalmcrisolates",12,3,9,0,0.333333333333333,0.25,0.75
"550","PDT000237133.1",2016,"China","environmental/other","food","environmentalmcrisolates",10,2,8,0,0.25,0.2,0.8
"551","PDT000237134.1",2016,"China","environmental/other","food","environmentalmcrisolates",10,3,7,0,0.428571428571429,0.3,0.7
"552","PDT000237135.1",2016,"China","environmental/other","clinical","environmentalmcrisolates",20,6,14,0,0.428571428571429,0.3,0.7
"553","PDT000237136.1",2016,"China","environmental/other","clinical","environmentalmcrisolates",16,5,11,0,0.454545454545455,0.3125,0.6875
"554","PDT000237137.1",2016,"China","environmental/other","food","environmentalmcrisolates",15,4,11,0,0.363636363636364,0.266666666666667,0.733333333333333
"555","PDT000237138.1",2016,"China","environmental/other","food","environmentalmcrisolates",13,3,10,0,0.3,0.230769230769231,0.769230769230769
"556","PDT000238514.1",2016,"Colombia","environmental/other",NA,"environmentalmcrisolates",2,1,1,0,1,0.5,0.5
"557","PDT000238515.1",2016,"Colombia","environmental/other",NA,"environmentalmcrisolates",2,1,1,0,1,0.5,0.5
"558","PDT000238517.1",2016,"Colombia","environmental/other",NA,"environmentalmcrisolates",2,1,1,0,1,0.5,0.5
"559","PDT000238522.1",2016,"Colombia","environmental/other",NA,"environmentalmcrisolates",7,2,5,0,0.4,0.285714285714286,0.714285714285714
"560","PDT000238523.1",2016,"Colombia","environmental/other",NA,"environmentalmcrisolates",3,1,2,0,0.5,0.333333333333333,0.666666666666667
"561","PDT000238524.1",2016,"Colombia","environmental/other",NA,"environmentalmcrisolates",4,2,2,0,1,0.5,0.5
"562","PDT000238525.1",2016,"Colombia","environmental/other",NA,"environmentalmcrisolates",2,1,1,0,1,0.5,0.5
"563","PDT000238072.2",2016,"Egypt","environmental/other","Raw milk cheese","environmentalmcrisolates",13,5,8,0,0.625,0.384615384615385,0.615384615384615
"564","PDT000244075.1",2013,"Japan","environmental/other",NA,"environmentalmcrisolates",8,2,6,0,0.333333333333333,0.25,0.75
"565","PDT000244076.1",2012,"Japan","environmental/other",NA,"environmentalmcrisolates",8,2,6,0,0.333333333333333,0.25,0.75
"566","PDT000244077.1",2008,"Japan","environmental/other",NA,"environmentalmcrisolates",3,1,2,0,0.5,0.333333333333333,0.666666666666667
"567","PDT000264305.1",2011,"Japan","environmental/other",NA,"environmentalmcrisolates",3,2,1,0,2,0.666666666666667,0.333333333333333
"568","PDT000264306.1",2011,"Japan","environmental/other",NA,"environmentalmcrisolates",5,2,3,0,0.666666666666667,0.4,0.6
"569","PDT000264307.1",2011,"Japan","environmental/other",NA,"environmentalmcrisolates",3,2,1,0,2,0.666666666666667,0.333333333333333
"570","PDT000264497.1",2013,"Japan","environmental/other",NA,"environmentalmcrisolates",13,6,7,0,0.857142857142857,0.461538461538462,0.538461538461538
"571","PDT000264498.1",2013,"Japan","environmental/other",NA,"environmentalmcrisolates",12,5,7,0,0.714285714285714,0.416666666666667,0.583333333333333
"572","PDT000264500.1",2013,"Japan","environmental/other",NA,"environmentalmcrisolates",11,4,7,0,0.571428571428571,0.363636363636364,0.636363636363636
"573","PDT000264501.1",2013,"Japan","environmental/other",NA,"environmentalmcrisolates",11,4,7,0,0.571428571428571,0.363636363636364,0.636363636363636
"574","PDT000274551.2",2017,"Poland","environmental/other",NA,"environmentalmcrisolates",10,4,6,0,0.666666666666667,0.4,0.6
"575","PDT000276016.1",2014,"China","environmental/other","clinical patient","environmentalmcrisolates",13,4,9,0,0.444444444444444,0.307692307692308,0.692307692307692
"576","PDT000276017.1",2014,"China","environmental/other","clinical patient","environmentalmcrisolates",8,2,6,0,0.333333333333333,0.25,0.75
"577","PDT000276018.1",2014,"China","environmental/other","clinical patient","environmentalmcrisolates",17,5,12,0,0.416666666666667,0.294117647058824,0.705882352941177
"578","PDT000276020.1",2014,"China","environmental/other","clinical patient","environmentalmcrisolates",13,5,8,0,0.625,0.384615384615385,0.615384615384615
"579","PDT000276021.1",2014,"China","environmental/other","clinical patient","environmentalmcrisolates",6,1,5,0,0.2,0.166666666666667,0.833333333333333
"580","PDT000276022.1",2014,"China","environmental/other","clinical patient","environmentalmcrisolates",8,3,5,0,0.6,0.375,0.625
"581","PDT000277855.1",2014,"China","environmental/other",NA,"environmentalmcrisolates",8,2,6,0,0.333333333333333,0.25,0.75
"582","PDT000281814.1",2015,"China","environmental/other","pig","environmentalmcrisolates",15,5,10,0,0.5,0.333333333333333,0.666666666666667
"583","PDT000283184.1",2017,"Brazil","environmental/other","Estuarine","environmentalmcrisolates",6,3,3,0,1,0.5,0.5
"584","PDT000287993.1",2017,"China","environmental/other","not collected","environmentalmcrisolates",12,4,8,0,0.5,0.333333333333333,0.666666666666667
"585","PDT000287994.1",2017,"China","environmental/other","not collected","environmentalmcrisolates",11,5,6,0,0.833333333333333,0.454545454545455,0.545454545454545
"586","PDT000287995.1",2017,"China","environmental/other","not collected","environmentalmcrisolates",14,7,7,0,1,0.5,0.5
"587","PDT000287996.1",2017,"China","environmental/other","not collected","environmentalmcrisolates",11,4,7,0,0.571428571428571,0.363636363636364,0.636363636363636
"588","PDT000289871.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",14,3,11,0,0.272727272727273,0.214285714285714,0.785714285714286
"589","PDT000289872.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",11,4,7,0,0.571428571428571,0.363636363636364,0.636363636363636
"590","PDT000289873.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",16,7,9,0,0.777777777777778,0.4375,0.5625
"591","PDT000289874.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",19,6,13,0,0.461538461538462,0.315789473684211,0.684210526315789
"592","PDT000289875.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",16,4,12,0,0.333333333333333,0.25,0.75
"593","PDT000289876.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",15,2,13,0,0.153846153846154,0.133333333333333,0.866666666666667
"594","PDT000289877.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",10,3,7,0,0.428571428571429,0.3,0.7
"595","PDT000289878.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",21,9,12,0,0.75,0.428571428571429,0.571428571428571
"596","PDT000289879.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",15,8,7,0,1.14285714285714,0.533333333333333,0.466666666666667
"597","PDT000289880.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",11,3,8,0,0.375,0.272727272727273,0.727272727272727
"598","PDT000289881.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",14,6,8,0,0.75,0.428571428571429,0.571428571428571
"599","PDT000289882.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",16,6,10,0,0.6,0.375,0.625
"600","PDT000289883.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",10,3,7,0,0.428571428571429,0.3,0.7
"601","PDT000289884.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",15,5,10,0,0.5,0.333333333333333,0.666666666666667
"602","PDT000289885.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",10,4,6,0,0.666666666666667,0.4,0.6
"603","PDT000289886.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",15,7,8,0,0.875,0.466666666666667,0.533333333333333
"604","PDT000289887.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",11,5,6,0,0.833333333333333,0.454545454545455,0.545454545454545
"605","PDT000289888.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",8,3,5,0,0.6,0.375,0.625
"606","PDT000289889.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",10,4,6,0,0.666666666666667,0.4,0.6
"607","PDT000289890.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",8,4,4,0,1,0.5,0.5
"608","PDT000289891.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",13,4,9,0,0.444444444444444,0.307692307692308,0.692307692307692
"609","PDT000289892.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",13,5,8,0,0.625,0.384615384615385,0.615384615384615
"610","PDT000289893.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",13,4,9,0,0.444444444444444,0.307692307692308,0.692307692307692
"611","PDT000289894.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",12,4,8,0,0.5,0.333333333333333,0.666666666666667
"612","PDT000289895.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",22,9,13,0,0.692307692307692,0.409090909090909,0.590909090909091
"613","PDT000289896.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",8,2,6,0,0.333333333333333,0.25,0.75
"614","PDT000289897.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",12,3,9,0,0.333333333333333,0.25,0.75
"615","PDT000289898.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",17,7,10,0,0.7,0.411764705882353,0.588235294117647
"616","PDT000289899.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",17,7,10,0,0.7,0.411764705882353,0.588235294117647
"617","PDT000289900.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",8,3,5,0,0.6,0.375,0.625
"618","PDT000289901.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",19,9,10,0,0.9,0.473684210526316,0.526315789473684
"619","PDT000289902.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",9,3,6,0,0.5,0.333333333333333,0.666666666666667
"620","PDT000289903.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",19,4,15,0,0.266666666666667,0.210526315789474,0.789473684210526
"621","PDT000289904.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",17,7,10,0,0.7,0.411764705882353,0.588235294117647
"622","PDT000289905.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",16,4,12,0,0.333333333333333,0.25,0.75
"623","PDT000289906.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",10,3,7,0,0.428571428571429,0.3,0.7
"624","PDT000289907.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",11,3,8,0,0.375,0.272727272727273,0.727272727272727
"625","PDT000289908.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",18,7,11,0,0.636363636363636,0.388888888888889,0.611111111111111
"626","PDT000289909.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",13,4,9,0,0.444444444444444,0.307692307692308,0.692307692307692
"627","PDT000289910.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",15,6,9,0,0.666666666666667,0.4,0.6
"628","PDT000289911.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",21,8,13,0,0.615384615384615,0.380952380952381,0.619047619047619
"629","PDT000289912.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",11,4,7,0,0.571428571428571,0.363636363636364,0.636363636363636
"630","PDT000289913.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",3,1,2,0,0.5,0.333333333333333,0.666666666666667
"631","PDT000289914.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",7,2,5,0,0.4,0.285714285714286,0.714285714285714
"632","PDT000289915.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",10,4,6,0,0.666666666666667,0.4,0.6
"633","PDT000289916.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",6,2,4,0,0.5,0.333333333333333,0.666666666666667
"634","PDT000289917.1",2017,"China","environmental/other",NA,"environmentalmcrisolates",10,4,6,0,0.666666666666667,0.4,0.6
"635","PDT000290002.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",15,6,9,0,0.666666666666667,0.4,0.6
"636","PDT000290003.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",13,5,8,0,0.625,0.384615384615385,0.615384615384615
"637","PDT000291279.1",2016,"China","environmental/other","not collected","environmentalmcrisolates",21,8,13,0,0.615384615384615,0.380952380952381,0.619047619047619
